"Dataplot Line Number","Verification Group","Case Name","Type of Metric","Expected Metric","Predicted Metric","Dependent Variable","Type of Error","Error","Error Tolerance","Within Specified Error Tolerance","Plot Filename"
264,"Pyrolysis","surf_mass_vent_liquid_fuel_nonconforming","end_1_2",6.84,6.8392,"Mass (kg)","Relative Error","1.15e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/surf_mass_vent_liquid_fuel_nonconforming"
267,"Radiation","target_test","end",80.6733,80.6731,"Heat Flux (kW/m^2)","Relative Error","2.90e-06","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/target_test"
268,"Radiation","TC_heating","end",600,600,"Temperature (\circC)","Relative Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/TC_heating"
269,"Radiation","TC_view_factor","end",380.3,389.6778,"Temperature (\circC)","Relative Error","2.47e-02","3.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/TC_view_factor"
274,"Pyrolysis","tga_sample","end",0.5333,0.53,"Mass Fraction","Relative Error","6.19e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/tga_sample_mass"
275,"Pyrolysis","tga_sample","max",0.000461,0.00048258,"Mass Loss Rate (1/s)","Relative Error","4.68e-02","5.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/tga_sample_mlr"
276,"Radiation","thermocouples","end",500,500,"Temperature (\circC)","Relative Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/thermocouples"
276,"Radiation","thermocouples","end",499.7,499.7,"Temperature (\circC)","Relative Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/thermocouples"
276,"Radiation","thermocouples","end",494.75,494.77,"Temperature (\circC)","Relative Error","4.04e-05","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/thermocouples"
278,"Flowfields","velocity_bc_test","mean_1_2",1.7114,1.7267,"Velocity (m/s)","Relative Error","8.97e-03","3.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/velocity_bc_test_vel"
281,"Sprinklers and Sprays","water_evaporation_1","end",2.1097,2.1097,"Humidity (%)","Relative Error","6.16e-06","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_1_humidity"
282,"Sprinklers and Sprays","water_evaporation_1","end",158.8689,158.8694,"Enthalpy (kJ)","Relative Error","3.09e-06","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_1_enthalpy"
283,"Sprinklers and Sprays","water_evaporation_1","end",0.01,0.01,"Density (kg/m^3)","Relative Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_1_density"
284,"Sprinklers and Sprays","water_evaporation_1","end",154.3037,154.356,"Temperature (\circC)","Relative Error","3.39e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_1_temperature"
286,"Sprinklers and Sprays","water_evaporation_1","end",0.01,0.01,"Mass (kg)","Relative Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_1_water_mass"
287,"Sprinklers and Sprays","water_evaporation_2","end",100,99.852,"Humidity (%)","Relative Error","1.48e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_2_humidity"
288,"Sprinklers and Sprays","water_evaporation_2","end",27.1362,27.0971,"Enthalpy (kJ)","Relative Error","1.44e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_2_enthalpy"
289,"Sprinklers and Sprays","water_evaporation_2","end",0.019202,0.019038,"Density (kg/m^3)","Relative Error","8.51e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_2_density"
290,"Sprinklers and Sprays","water_evaporation_2","end",23.5519,23.5481,"Temperature (\circC)","Relative Error","1.60e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_2_temperature"
290,"Sprinklers and Sprays","water_evaporation_2","end",23.5519,23.5465,"Temperature (\circC)","Relative Error","2.29e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_2_temperature"
292,"Sprinklers and Sprays","water_evaporation_2","end",0.040517,0.040186,"Density (kg/m^3)","Relative Error","8.17e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_2_W_density"
293,"Sprinklers and Sprays","water_evaporation_3","end",100,100.0647,"Humidity (%)","Relative Error","6.47e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_3_humidity"
295,"Sprinklers and Sprays","water_evaporation_3","end",0.066148,0.065943,"Density (kg/m^3)","Relative Error","3.09e-03","2.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_3_density"
296,"Sprinklers and Sprays","water_evaporation_3","end",45.895,46.1437,"Temperature (\circC)","Relative Error","5.42e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_3_temperature"
296,"Sprinklers and Sprays","water_evaporation_3","end",45.895,46.1437,"Temperature (\circC)","Relative Error","5.42e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_3_temperature"
298,"Sprinklers and Sprays","water_evaporation_3","end",0.127,0.12665,"Mass Fraction","Relative Error","2.70e-03","2.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_3_W_density"
299,"Sprinklers and Sprays","water_evaporation_4","end",106.8938,108.2466,"Enthalpy Flow (kW)","Relative Error","1.27e-02","6.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_4_enthalpy"
301,"Sprinklers and Sprays","water_evaporation_6","end",172.0471,172.2332,"Temperature (\circC)","Relative Error","1.08e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_6_T"
301,"Sprinklers and Sprays","water_evaporation_6","end",172.0471,171.9178,"Temperature (\circC)","Relative Error","7.52e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/water_evaporation_6_T"
304,"Pressure Effects","zone_break_slow","max",1970,1984.2498,"Pressure (Pa)","Relative Error","7.23e-03","2.00e-02","Yes","FDS_User_Guide/SCRIPT_FIGURES/zone_break_slow"
304,"Pressure Effects","zone_break_slow","max",1002,1011.8048,"Pressure (Pa)","Relative Error","9.79e-03","2.00e-02","Yes","FDS_User_Guide/SCRIPT_FIGURES/zone_break_slow"
304,"Pressure Effects","zone_break_slow","max",1002,1001.7034,"Pressure (Pa)","Relative Error","2.96e-04","2.00e-02","Yes","FDS_User_Guide/SCRIPT_FIGURES/zone_break_slow"
305,"Pressure Effects","zone_break_fast","max",1970,1984.2498,"Pressure (Pa)","Relative Error","7.23e-03","2.00e-02","Yes","FDS_User_Guide/SCRIPT_FIGURES/zone_break_fast"
305,"Pressure Effects","zone_break_fast","max",1002,1015.0319,"Pressure (Pa)","Relative Error","1.30e-02","2.00e-02","Yes","FDS_User_Guide/SCRIPT_FIGURES/zone_break_fast"
305,"Pressure Effects","zone_break_fast","max",1002,1006.6162,"Pressure (Pa)","Relative Error","4.61e-03","2.00e-02","Yes","FDS_User_Guide/SCRIPT_FIGURES/zone_break_fast"
17,"Species","burke_schumann_spec","end",1,1,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/burke_schumann_spec"
17,"Species","burke_schumann_spec","end",1e-12,1e-12,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/burke_schumann_spec"
17,"Species","burke_schumann_spec","end",1e-12,1e-12,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/burke_schumann_spec"
18,"Species","burke_schumann_temp","end",1e-12,1e-12,"Non-Dimensional Temperature","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/burke_schumann_temp"
36,"Flowfields","divergence_test","end",1e-12,-3.6741e-13,"Divergence (1/s)","Absolute Error","1.37e-12","1.00e-10","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/divergence_test"
36,"Flowfields","divergence_test","end",1e-12,4.2509e-13,"Divergence (1/s)","Absolute Error","5.75e-13","1.00e-10","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/divergence_test"
48,"Sprinklers and Sprays","e_coefficient","end",0.0002,0.00016908,"Heat Release Rate (kW)","Absolute Error","3.09e-05","1.00e-04","Yes","FDS_User_Guide/SCRIPT_FIGURES/e_coefficient_q"
49,"Sprinklers and Sprays","e_coefficient","end",1e-08,1.0298e-08,"Burning Rate (kg/s)","Absolute Error","2.98e-10","1.00e-06","Yes","FDS_User_Guide/SCRIPT_FIGURES/e_coefficient_br"
50,"Radiation","emissivity","end",1e-12,0.00855,"Emissivity","Absolute Error","8.55e-03","1.00e-01","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/emissivity"
51,"Energy Budget","energy_budget_adiabatic_walls","end",1200,1199.8667,"Energy Rate (kW)","Absolute Error","1.33e-01","1.20e+01","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/energy_budget_adiabatic_walls"
51,"Energy Budget","energy_budget_adiabatic_walls","end",1e-12,-6.07,"Energy Rate (kW)","Absolute Error","6.07e+00","1.20e+01","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/energy_budget_adiabatic_walls"
52,"Energy Budget","energy_budget_adiabatic_two_fuels","end",1200,1204.614,"Energy Rate (kW)","Absolute Error","4.61e+00","1.20e+01","Yes","FDS_User_Guide/SCRIPT_FIGURES/energy_budget_adiabatic_two_fuels"
53,"Energy Budget","energy_budget_cold_walls","end_2_6",1e-12,-6.7708,"Energy Rate (kW)","Absolute Error","6.77e+00","1.20e+01","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/energy_budget_cold_walls"
66,"Species","FED_FIC","end",1e-12,1e-12,"FIC","Absolute Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/FIC_O2_CO2_CO"
67,"Species","FED_FIC","end",1e-12,1e-12,"FIC","Absolute Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/FIC_Asphyxiants"
74,"Species","FED_FIC_SMIX","end",1e-12,1e-12,"FIC","Absolute Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/FIC_SMIX_O2_CO2_CO"
75,"Species","FED_FIC_SMIX","end",1e-12,1e-12,"FIC","Absolute Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/FIC_SMIX_Asphyxiants"
89,"Flowfields","helium_2d_isothermal","max",20,20.0001,"Temperature (\circC)","Absolute Error","1.32e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/helium_2d_isothermal_maxT"
91,"Flowfields","helium_air_jet_floor","max",20,20.0285,"Temperature (\circC)","Absolute Error","2.85e-02","5.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/helium_air_jet_floor_maxT"
95,"Flowfields","hole","end",115.2726,115.2726,"HRR (kW)","Absolute Error","0.00e+00","1.00e-04","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/hole_no_hole"
112,"HVAC","HVAC_filter","end",0.0011639,0.0011655,"Particulate Mass (kg)","Absolute Error","1.60e-06","1.00e-05","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/HVAC_filter_kg"
112,"HVAC","HVAC_filter","end",1e-12,4.627e-08,"Particulate Mass (kg)","Absolute Error","4.63e-08","1.00e-05","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/HVAC_filter_kg"
129,"HVAC","leak_test_2","end",1e-12,-0.0067837,"Pressure (Pa)","Absolute Error","6.78e-03","1.90e+00","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/leak_test_2"
141,"Flowfields","mwtest_cfl","max",20,20,"Temperature (\circC)","Absolute Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/mwtest_cfl_maxT"
153,"Sprinklers and Sprays","particle_drag_a","end",1.373,1.3729,"Velocity (m/s)","Absolute Error","1.12e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/particle_drag_A"
154,"Sprinklers and Sprays","particle_drag_b","end",2.9926,2.9931,"Velocity (m/s)","Absolute Error","5.04e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/particle_drag_B"
155,"Sprinklers and Sprays","particle_drag_c","end",5.9852,5.9862,"Velocity (m/s)","Absolute Error","1.01e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/particle_drag_C"
156,"Sprinklers and Sprays","particle_drag_d","end",0.39475,0.39241,"Velocity (m/s)","Absolute Error","2.33e-03","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/particle_drag_D"
157,"Sprinklers and Sprays","particle_drag_e","end",0.3173,0.31648,"Velocity (m/s)","Absolute Error","8.21e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/particle_drag_E"
158,"Sprinklers and Sprays","particle_drag_f","end",0.26479,0.26442,"Velocity (m/s)","Absolute Error","3.70e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/particle_drag_F"
171,"","ramp_chi_r","end",0.14,0.14,"Radiative Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/ramp_chi_r"
175,"Species","reactionrate_arrhenius_0order_1step","end",6.57e-05,6.5748e-05,"Mass Fraction","Absolute Error","4.82e-08","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_0order_1step"
175,"Species","reactionrate_arrhenius_0order_1step","end",1.62e-10,1.0594e-19,"Mass Fraction","Absolute Error","1.62e-10","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_0order_1step"
175,"Species","reactionrate_arrhenius_0order_1step","end",0.45511,0.4551,"Mass Fraction","Absolute Error","6.74e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_0order_1step"
176,"Species","reactionrate_arrhenius_2order_1step","end",0.013028,0.013093,"Mass Fraction","Absolute Error","6.47e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_2order_1step"
176,"Species","reactionrate_arrhenius_2order_1step","end",0.0033577,0.0032503,"Mass Fraction","Absolute Error","1.07e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_2order_1step"
176,"Species","reactionrate_arrhenius_2order_1step","end",0.16993,0.16992,"Mass Fraction","Absolute Error","1.34e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_2order_1step"
176,"Species","reactionrate_arrhenius_2order_1step","end",0.092687,0.09274,"Mass Fraction","Absolute Error","5.34e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_2order_1step"
177,"Species","reactionrate_arrhenius_1p75order_2step","end",0.0384,0.037831,"Mass Fraction","Absolute Error","5.69e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2step"
177,"Species","reactionrate_arrhenius_1p75order_2step","end",0.0097216,0.0094698,"Mass Fraction","Absolute Error","2.52e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2step"
177,"Species","reactionrate_arrhenius_1p75order_2step","end",0.003903,0.0038022,"Mass Fraction","Absolute Error","1.01e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2step"
177,"Species","reactionrate_arrhenius_1p75order_2step","end",0.1447,0.14532,"Mass Fraction","Absolute Error","6.20e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2step"
177,"Species","reactionrate_arrhenius_1p75order_2step","end",0.082274,0.082577,"Mass Fraction","Absolute Error","3.03e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2step"
178,"Species","reactionrate_arrhenius_1p75order_2stepr","end",0.036758,0.036172,"Mass Fraction","Absolute Error","5.86e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2stepr"
178,"Species","reactionrate_arrhenius_1p75order_2stepr","end",0.008008,0.0077874,"Mass Fraction","Absolute Error","2.21e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2stepr"
178,"Species","reactionrate_arrhenius_1p75order_2stepr","end",0.011935,0.011585,"Mass Fraction","Absolute Error","3.50e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2stepr"
178,"Species","reactionrate_arrhenius_1p75order_2stepr","end",0.13722,0.13813,"Mass Fraction","Absolute Error","9.09e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2stepr"
178,"Species","reactionrate_arrhenius_1p75order_2stepr","end",0.085078,0.085326,"Mass Fraction","Absolute Error","2.48e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_arrhenius_1p75order_2stepr"
179,"Species","reactionrate_EDC_O2lim_1step","end",3.4e-05,4.54e-06,"Mass Fraction","Absolute Error","2.95e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_1step"
179,"Species","reactionrate_EDC_O2lim_1step","end",0.37494,0.37493,"Mass Fraction","Absolute Error","7.15e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_1step"
179,"Species","reactionrate_EDC_O2lim_1step","end",0.068744,0.068764,"Mass Fraction","Absolute Error","2.03e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_1step"
179,"Species","reactionrate_EDC_O2lim_1step","end",0.056281,0.056297,"Mass Fraction","Absolute Error","1.63e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_1step"
180,"Species","reactionrate_EDC_O2lim_2fuel","end",0.26602,0.26602,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_2fuel"
180,"Species","reactionrate_EDC_O2lim_2fuel","end",0.35469,0.35469,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_2fuel"
180,"Species","reactionrate_EDC_O2lim_2fuel","end",1.362e-05,1.362e-05,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_2fuel"
180,"Species","reactionrate_EDC_O2lim_2fuel","end",0.22891,0.22891,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_2fuel"
180,"Species","reactionrate_EDC_O2lim_2fuel","end",0.15038,0.15038,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_O2lim_2fuel"
181,"Species","reactionrate_EDC_flim_1step_CH4","end",1e-06,1.4956e-06,"Mass Fraction","Absolute Error","4.96e-07","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_1step_CH4_spec"
181,"Species","reactionrate_EDC_flim_1step_CH4","end",1e-12,6.2079e-09,"Mass Fraction","Absolute Error","6.21e-09","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_1step_CH4_spec"
181,"Species","reactionrate_EDC_flim_1step_CH4","end",0.15133,0.15133,"Mass Fraction","Absolute Error","3.10e-07","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_1step_CH4_spec"
181,"Species","reactionrate_EDC_flim_1step_CH4","end",0.1239,0.1239,"Mass Fraction","Absolute Error","1.00e-08","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_1step_CH4_spec"
184,"Species","reactionrate_EDC_flim_1step_C3H8","end",1e-12,2.4628e-08,"Mass Fraction","Absolute Error","2.46e-08","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_1step_C3H8_spec"
184,"Species","reactionrate_EDC_flim_1step_C3H8","end",4e-06,3.9291e-06,"Mass Fraction","Absolute Error","7.09e-08","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_1step_C3H8_spec"
184,"Species","reactionrate_EDC_flim_1step_C3H8","end",0.1806,0.1806,"Mass Fraction","Absolute Error","1.90e-07","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_1step_C3H8_spec"
184,"Species","reactionrate_EDC_flim_1step_C3H8","end",0.09857,0.09857,"Mass Fraction","Absolute Error","2.36e-07","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_1step_C3H8_spec"
187,"Species","reactionrate_EDC_flim_2step","end",0.40107,0.40107,"Mass Fraction","Absolute Error","3.50e-07","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_2step"
187,"Species","reactionrate_EDC_flim_2step","end",1e-12,2.0612e-10,"Mass Fraction","Absolute Error","2.05e-10","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_2step"
187,"Species","reactionrate_EDC_flim_2step","end",1e-12,1e-12,"Mass Fraction","Absolute Error","0.00e+00","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_2step"
187,"Species","reactionrate_EDC_flim_2step","end",0.27433,0.27433,"Mass Fraction","Absolute Error","3.70e-07","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_2step"
187,"Species","reactionrate_EDC_flim_2step","end",0.22459,0.22459,"Mass Fraction","Absolute Error","2.00e-08","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_flim_2step"
188,"Species","reactionrate_EDC_1step_CH4_nonmix","end",1e-12,9.6836e-11,"Mass Fraction","Absolute Error","9.58e-11","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_1step_nonmix_spec"
188,"Species","reactionrate_EDC_1step_CH4_nonmix","end",0.003904,0.0039109,"Mass Fraction","Absolute Error","6.90e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_1step_nonmix_spec"
188,"Species","reactionrate_EDC_1step_CH4_nonmix","end",0.14895,0.14896,"Mass Fraction","Absolute Error","8.35e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_1step_nonmix_spec"
188,"Species","reactionrate_EDC_1step_CH4_nonmix","end",0.12194,0.12195,"Mass Fraction","Absolute Error","7.14e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_EDC_1step_nonmix_spec"
191,"Species","reactionrate_arrhenius_equilibrium","end",0.0227,0.022741,"Mass Fraction","Absolute Error","4.09e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_equilibrium_species"
191,"Species","reactionrate_arrhenius_equilibrium","end",1e-12,2.9832e-17,"Mass Fraction","Absolute Error","1.00e-12","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_equilibrium_species"
191,"Species","reactionrate_arrhenius_equilibrium","end",0.03975,0.039837,"Mass Fraction","Absolute Error","8.73e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_equilibrium_species"
191,"Species","reactionrate_arrhenius_equilibrium","end",0.11816,0.11802,"Mass Fraction","Absolute Error","1.43e-04","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_equilibrium_species"
191,"Species","reactionrate_arrhenius_equilibrium","end",0.09858,0.098577,"Mass Fraction","Absolute Error","3.34e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_equilibrium_species"
194,"Species","reactionrate_lumped_two_air","end",1e-12,3.8672e-05,"Mass Fraction","Absolute Error","3.87e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_lumped_two_air"
194,"Species","reactionrate_lumped_two_air","end",1e-12,6.2464e-17,"Mass Fraction","Absolute Error","1.00e-12","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_lumped_two_air"
194,"Species","reactionrate_lumped_two_air","end",1e-12,1.5125e-16,"Mass Fraction","Absolute Error","1.00e-12","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_lumped_two_air"
194,"Species","reactionrate_lumped_two_air","end",1,0.99996,"Mass Fraction","Absolute Error","3.87e-05","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_lumped_two_air"
195,"Species","reactionrate_series_reaction","end",0.073724,0.073717,"Mass Fraction","Absolute Error","6.69e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_series_reaction"
195,"Species","reactionrate_series_reaction","end",2e-06,1e-12,"Mass Fraction","Absolute Error","2.00e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_series_reaction"
195,"Species","reactionrate_series_reaction","end",0.11976,0.11977,"Mass Fraction","Absolute Error","5.64e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_series_reaction"
195,"Species","reactionrate_series_reaction","end",0.065365,0.065368,"Mass Fraction","Absolute Error","3.05e-06","1.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/reactionrate_series_reaction"
196,"Species","realizable_mass_fractions","max_1_4",1,1,"Mass Fraction","Absolute Error","0.00e+00","1.00e-06","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/realizable_mass_fractions"
197,"Species","pvc_combustion","end",0.1552,0.15481,"Mass Fraction","Absolute Error","3.96e-04","1.00e-03","Yes","FDS_User_Guide/SCRIPT_FIGURES/pvc_combustion_spec"
197,"Species","pvc_combustion","end",0.014401,0.014368,"Mass Fraction","Absolute Error","3.25e-05","1.00e-03","Yes","FDS_User_Guide/SCRIPT_FIGURES/pvc_combustion_spec"
197,"Species","pvc_combustion","end",0.065882,0.06601,"Mass Fraction","Absolute Error","1.28e-04","1.00e-03","Yes","FDS_User_Guide/SCRIPT_FIGURES/pvc_combustion_spec"
197,"Species","pvc_combustion","end",0.039314,0.039608,"Mass Fraction","Absolute Error","2.94e-04","1.00e-03","Yes","FDS_User_Guide/SCRIPT_FIGURES/pvc_combustion_spec"
197,"Species","pvc_combustion","end",0.13334,0.1336,"Mass Fraction","Absolute Error","2.60e-04","1.00e-03","Yes","FDS_User_Guide/SCRIPT_FIGURES/pvc_combustion_spec"
