s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s
A-Time,A-Temperature,A-Mass,A-Mdot,B-Time,B-Temperature,B-Mass,B-Mdot,C-Time,C-Temperature,C-Mass,C-Mdot,D-Time,D-Temperature,D-Mass,D-Mdot,E-Time,E-Temperature,E-Mass,E-Mdot,F-Time,F-Temperature,F-Mass,F-Mdot,G-Time,G-Temperature,G-Mass,G-Mdot,H-Time,H-Temperature,H-Mass,H-Mdot
2920.9,525.1,0.2565,0.000057,2920.9,525.5,0.0454,0.000003,3559.9,481.7,0.1560,0.000054,3559.9,484.3,0.0201,0.000105,7628.2,526.5,0.2602,0.000016,808.7,523.1,0.2746,0.000470,1447.7,259.8,0.3635,0.000665,915.2,492.9,0.0790,0.001316
2929.2,526.5,0.2561,0.000055,2929.2,526.8,0.0454,0.000002,3570.0,483.3,0.1555,0.000053,3570.0,485.9,0.0191,0.000093,7649.7,527.8,0.2598,0.000016,811.0,525.5,0.2736,0.000460,1451.8,263.9,0.3606,0.000742,917.8,495.5,0.0756,0.001304
2937.4,527.8,0.2556,0.000054,2937.4,528.1,0.0454,0.000002,3580.0,485.0,0.1550,0.000052,3580.0,487.5,0.0183,0.000082,7671.2,529.0,0.2595,0.000016,813.2,527.8,0.2726,0.000451,1455.8,268.1,0.3574,0.000817,920.3,498.0,0.0723,0.001293
2945.6,529.1,0.2552,0.000052,2945.6,529.5,0.0454,0.000002,3590.0,486.8,0.1545,0.000052,3590.0,489.0,0.0175,0.000072,7692.7,530.3,0.2592,0.000016,815.5,530.1,0.2716,0.000442,1459.9,272.2,0.3538,0.000886,922.9,500.6,0.0690,0.001282
2953.9,530.5,0.2548,0.000051,2953.9,530.8,0.0454,0.000002,3600.1,488.4,0.1539,0.000051,3600.1,490.6,0.0168,0.000062,7714.2,531.7,0.2588,0.000015,817.8,532.4,0.2706,0.000434,1464.0,276.3,0.3500,0.000947,925.5,503.1,0.0657,0.001272
2962.1,531.8,0.2543,0.000050,2962.1,532.2,0.0453,0.000003,3610.1,490.1,0.1534,0.000050,3610.1,492.3,0.0162,0.000054,7735.7,533.0,0.2585,0.000015,820.1,534.8,0.2696,0.000426,1468.1,280.5,0.3459,0.000999,928.1,505.6,0.0625,0.001261
2970.3,533.2,0.2539,0.000049,2970.3,533.5,0.0453,0.000003,3620.1,491.7,0.1529,0.000049,3620.1,493.9,0.0157,0.000046,7757.2,534.3,0.2582,0.000015,822.4,537.1,0.2686,0.000419,1472.2,284.6,0.3417,0.001043,930.7,508.1,0.0592,0.001250
2978.5,534.6,0.2535,0.000048,2978.5,534.9,0.0453,0.000003,3630.1,493.4,0.1524,0.000048,3630.1,495.5,0.0153,0.000039,7778.7,535.5,0.2579,0.000015,824.6,539.4,0.2677,0.000411,1476.2,288.7,0.3373,0.001078,933.2,510.6,0.0560,0.001236
2986.8,536.0,0.2532,0.000047,2986.8,536.3,0.0453,0.000002,3640.2,495.1,0.1520,0.000048,3640.2,497.2,0.0150,0.000033,7800.1,536.9,0.2575,0.000015,826.9,541.8,0.2668,0.000404,1480.3,292.9,0.3329,0.001109,935.8,513.2,0.0529,0.001220
2995.0,537.5,0.2528,0.000046,2995.0,537.6,0.0453,0.000002,3650.2,496.7,0.1515,0.000047,3650.2,498.8,0.0146,0.000029,7821.6,538.1,0.2572,0.000015,829.2,544.1,0.2658,0.000396,1484.4,297.0,0.3283,0.001136,938.4,515.7,0.0498,0.001200
3003.2,538.9,0.2524,0.000045,3003.2,539.0,0.0452,0.000002,3660.2,498.4,0.1510,0.000047,3660.2,500.5,0.0144,0.000025,7843.1,539.5,0.2569,0.000014,831.5,546.5,0.2649,0.000388,1488.5,301.2,0.3236,0.001163,941.0,518.1,0.0467,0.001175
3011.4,540.3,0.2520,0.000045,3011.4,540.4,0.0452,0.000002,3670.2,500.1,0.1505,0.000047,3670.2,502.1,0.0141,0.000022,7864.6,540.7,0.2566,0.000014,833.7,548.9,0.2640,0.000380,1492.5,305.4,0.3188,0.001192,943.5,520.6,0.0437,0.001144
3019.7,541.8,0.2517,0.000044,3019.7,541.7,0.0452,0.000002,3680.3,501.8,0.1501,0.000046,3680.3,503.8,0.0139,0.000019,7886.1,541.9,0.2563,0.000015,836.0,551.3,0.2632,0.000371,1496.6,309.6,0.3138,0.001226,946.1,523.1,0.0408,0.001107
3027.9,543.2,0.2513,0.000043,3027.9,543.1,0.0452,0.000002,3690.3,503.5,0.1496,0.000046,3690.3,505.5,0.0137,0.000017,7907.6,543.4,0.2560,0.000014,838.3,553.8,0.2623,0.000361,1500.7,313.8,0.3087,0.001267,948.7,525.5,0.0379,0.001062
3036.1,544.5,0.2510,0.000042,3036.1,544.5,0.0452,0.000002,3700.3,505.2,0.1492,0.000046,3700.3,507.1,0.0136,0.000016,7929.1,544.7,0.2557,0.000013,840.6,556.2,0.2615,0.000351,1504.8,318.1,0.3035,0.001320,951.3,527.8,0.0352,0.001009
3044.4,545.9,0.2506,0.000042,3044.4,545.8,0.0452,0.000002,3710.4,506.9,0.1487,0.000046,3710.4,508.7,0.0134,0.000014,7950.6,546.0,0.2554,0.000013,842.9,558.7,0.2607,0.000340,1508.9,322.4,0.2980,0.001387,953.9,530.1,0.0325,0.000947
3052.6,547.3,0.2503,0.000042,3052.6,547.1,0.0451,0.000003,3720.4,508.7,0.1482,0.000046,3720.4,510.3,0.0133,0.000013,7972.0,547.2,0.2551,0.000013,845.1,561.1,0.2599,0.000330,1512.9,326.7,0.2923,0.001472,956.4,532.2,0.0301,0.000879
3060.8,548.7,0.2499,0.000041,3060.8,548.4,0.0451,0.000003,3730.4,510.4,0.1478,0.000046,3730.4,511.9,0.0132,0.000012,7993.5,548.4,0.2548,0.000013,847.4,563.6,0.2592,0.000319,1517.0,331.0,0.2863,0.001576,959.0,534.2,0.0278,0.000803
3069.0,550.1,0.2496,0.000041,3069.0,549.7,0.0451,0.000003,3740.4,512.1,0.1473,0.000046,3740.4,513.6,0.0130,0.000011,8015.0,549.8,0.2545,0.000014,849.7,566.1,0.2585,0.000309,1521.1,335.4,0.2799,0.001698,961.6,536.1,0.0258,0.000723
3077.3,551.5,0.2493,0.000040,3077.3,551.0,0.0451,0.000003,3750.5,513.8,0.1469,0.000046,3750.5,515.4,0.0129,0.000010,8036.5,551.1,0.2542,0.000013,852.0,568.6,0.2578,0.000299,1525.2,339.8,0.2730,0.001833,964.2,537.9,0.0240,0.000639
3085.5,553.0,0.2489,0.000040,3085.5,552.4,0.0450,0.000003,3760.5,515.5,0.1464,0.000045,3760.5,517.2,0.0128,0.000009,8058.0,552.5,0.2540,0.000013,854.2,571.1,0.2572,0.000290,1529.2,344.1,0.2655,0.001974,966.7,539.6,0.0225,0.000556
3093.7,554.4,0.2486,0.000039,3093.7,553.8,0.0450,0.000002,3770.5,517.2,0.1460,0.000045,3770.5,518.9,0.0127,0.000008,8079.5,553.7,0.2537,0.000013,856.5,573.6,0.2565,0.000282,1533.3,348.5,0.2573,0.002106,969.3,541.1,0.0212,0.000474
3102.0,555.9,0.2483,0.000039,3102.0,555.2,0.0450,0.000002,3780.6,518.8,0.1455,0.000044,3780.6,520.5,0.0127,0.000007,8101.0,555.0,0.2534,0.000013,858.8,576.1,0.2559,0.000274,1537.4,353.0,0.2485,0.002215,971.9,542.7,0.0202,0.000397
3110.2,557.3,0.2480,0.000039,3110.2,556.7,0.0450,0.000002,3790.6,520.5,0.1451,0.000043,3790.6,522.2,0.0126,0.000006,8122.5,556.2,0.2531,0.000013,861.1,578.6,0.2553,0.000267,1541.5,357.4,0.2391,0.002284,974.5,544.3,0.0193,0.000326
3118.4,558.9,0.2476,0.000039,3118.4,558.1,0.0450,0.000002,3800.6,522.3,0.1447,0.000041,3800.6,523.8,0.0125,0.000005,8144.0,557.5,0.2528,0.000013,863.4,581.1,0.2547,0.000261,1545.6,361.8,0.2292,0.002295,977.1,546.0,0.0187,0.000263
3126.6,560.4,0.2473,0.000039,3126.6,559.5,0.0450,0.000002,3810.6,524.0,0.1442,0.000040,3810.6,525.5,0.0125,0.000005,8165.4,559.0,0.2525,0.000013,865.6,583.6,0.2541,0.000256,1549.6,366.2,0.2193,0.002240,979.6,547.9,0.0181,0.000208
3134.9,561.9,0.2470,0.000039,3134.9,560.9,0.0449,0.000003,3820.7,525.8,0.1439,0.000038,3820.7,527.2,0.0124,0.000005,8186.9,560.3,0.2523,0.000013,867.9,586.1,0.2535,0.000251,1553.7,370.6,0.2097,0.002117,982.2,549.8,0.0177,0.000162
3143.1,563.3,0.2467,0.000039,3143.1,562.4,0.0449,0.000003,3830.7,527.5,0.1435,0.000036,3830.7,528.9,0.0124,0.000004,8208.4,561.8,0.2520,0.000013,870.2,588.6,0.2530,0.000246,1557.8,375.0,0.2008,0.001935,984.8,551.8,0.0174,0.000124
3151.3,564.8,0.2464,0.000039,3151.3,563.9,0.0449,0.000003,3840.7,529.1,0.1431,0.000035,3840.7,530.6,0.0124,0.000004,8229.9,563.1,0.2517,0.000012,872.5,591.1,0.2524,0.000242,1561.9,379.4,0.1932,0.001714,987.4,554.0,0.0172,0.000093
3159.6,566.3,0.2460,0.000039,3159.6,565.4,0.0448,0.000003,3850.8,530.8,0.1428,0.000033,3850.8,532.3,0.0123,0.000003,8251.4,564.4,0.2515,0.000012,874.8,593.6,0.2518,0.000238,1566.0,383.7,0.1869,0.001478,990.0,556.3,0.0170,0.000070
3167.8,567.9,0.2457,0.000038,3167.8,566.9,0.0448,0.000003,3860.8,532.5,0.1425,0.000032,3860.8,533.9,0.0123,0.000003,8272.9,565.8,0.2512,0.000012,877.0,596.1,0.2513,0.000234,1570.0,388.0,0.1818,0.001251,992.5,558.6,0.0168,0.000052
3176.0,569.5,0.2454,0.000037,3176.0,568.3,0.0448,0.000003,3870.8,534.3,0.1422,0.000031,3870.8,535.5,0.0123,0.000003,8294.4,567.2,0.2509,0.000012,879.3,598.5,0.2508,0.000231,1574.1,392.2,0.1776,0.001055,995.1,561.1,0.0167,0.000039
3184.2,571.0,0.2451,0.000036,3184.2,569.7,0.0448,0.000003,3880.8,536.0,0.1419,0.000030,3880.8,537.1,0.0122,0.000002,8315.9,568.5,0.2507,0.000012,881.6,600.9,0.2502,0.000227,1578.2,396.4,0.1742,0.000900,997.7,563.6,0.0166,0.000029
3192.5,572.5,0.2448,0.000036,3192.5,571.1,0.0448,0.000004,3890.9,537.7,0.1416,0.000029,3890.9,538.8,0.0122,0.000002,8337.3,570.0,0.2504,0.000012,883.9,603.3,0.2497,0.000224,1582.3,400.6,0.1711,0.000790,1000.3,566.1,0.0165,0.000023
3200.7,573.9,0.2445,0.000036,3200.7,572.5,0.0447,0.000004,3900.9,539.4,0.1413,0.000028,3900.9,540.5,0.0122,0.000002,8358.8,571.2,0.2502,0.000012,886.1,605.7,0.2492,0.000221,1586.3,404.9,0.1682,0.000724,1002.8,568.7,0.0164,0.000019
3208.9,575.4,0.2442,0.000037,3208.9,573.9,0.0447,0.000005,3910.9,541.0,0.1410,0.000028,3910.9,542.2,0.0122,0.000002,8380.3,572.6,0.2499,0.000012,888.4,608.1,0.2487,0.000218,1590.4,409.2,0.1654,0.000693,1005.4,571.3,0.0164,0.000017
3217.1,577.0,0.2439,0.000037,3217.1,575.4,0.0446,0.000005,3920.9,542.7,0.1407,0.000027,3920.9,543.8,0.0122,0.000002,8401.8,574.0,0.2497,0.000012,890.7,610.4,0.2482,0.000215,1594.5,413.5,0.1625,0.000690,1008.0,574.0,0.0163,0.000015
3225.4,578.5,0.2436,0.000037,3225.4,576.9,0.0446,0.000005,3931.0,544.4,0.1404,0.000027,3931.0,545.5,0.0121,0.000001,8423.3,575.4,0.2494,0.000012,893.0,612.8,0.2478,0.000212,1598.6,417.8,0.1596,0.000705,1010.6,576.7,0.0162,0.000014
3233.6,580.0,0.2433,0.000036,3233.6,578.4,0.0446,0.000005,3941.0,546.2,0.1402,0.000026,3941.0,547.1,0.0121,0.000001,8444.8,576.8,0.2491,0.000012,895.3,615.2,0.2473,0.000209,1602.7,422.1,0.1565,0.000733,1013.2,579.4,0.0162,0.000014
3241.8,581.5,0.2430,0.000035,3241.8,579.8,0.0445,0.000006,3951.0,547.9,0.1399,0.000026,3951.0,548.8,0.0121,0.000001,8466.3,578.2,0.2489,0.000012,897.5,617.6,0.2468,0.000206,1606.7,426.4,0.1534,0.000767,1015.7,582.1,0.0161,0.000013
3250.1,583.1,0.2427,0.000035,3250.1,581.2,0.0445,0.000006,3961.1,549.6,0.1396,0.000026,3961.1,550.4,0.0121,0.000002,8487.8,579.6,0.2486,0.000012,899.8,620.0,0.2463,0.000203,1610.8,430.8,0.1500,0.000805,1018.3,584.8,0.0161,0.000013
3258.3,584.6,0.2425,0.000035,3258.3,582.6,0.0444,0.000006,3971.1,551.3,0.1394,0.000025,3971.1,552.0,0.0121,0.000002,8509.2,581.0,0.2484,0.000012,902.1,622.4,0.2459,0.000200,1614.9,435.2,0.1466,0.000843,1020.9,587.6,0.0161,0.000012
3266.5,586.1,0.2422,0.000035,3266.5,584.1,0.0444,0.000006,3981.1,553.0,0.1391,0.000025,3981.1,553.7,0.0121,0.000001,8530.7,582.4,0.2481,0.000011,904.4,624.7,0.2454,0.000198,1619.0,439.5,0.1429,0.000882,1023.5,590.3,0.0160,0.000012
3274.7,587.6,0.2419,0.000035,3274.7,585.5,0.0443,0.000006,3991.1,554.7,0.1389,0.000025,3991.1,555.4,0.0121,0.000001,8552.2,583.8,0.2479,0.000011,906.6,627.1,0.2450,0.000195,1623.0,443.8,0.1392,0.000923,1026.0,592.9,0.0160,0.000011
3283.0,589.1,0.2416,0.000035,3283.0,587.0,0.0443,0.000007,4001.2,556.5,0.1386,0.000024,4001.2,557.1,0.0121,0.000002,8573.7,585.2,0.2477,0.000011,908.9,629.5,0.2445,0.000192,1627.1,448.2,0.1353,0.000970,1028.6,595.6,0.0160,0.000011
3291.2,590.6,0.2413,0.000034,3291.2,588.4,0.0442,0.000007,4011.2,558.3,0.1384,0.000024,4011.2,558.8,0.0120,0.000002,8595.2,586.6,0.2474,0.000011,911.2,631.9,0.2441,0.000190,1631.2,452.5,0.1314,0.001024,1031.2,598.2,0.0159,0.000010
3299.4,592.1,0.2410,0.000032,3299.4,589.9,0.0441,0.000008,4021.2,560.1,0.1382,0.000024,4021.2,560.6,0.0120,0.000002,8616.7,588.0,0.2472,0.000012,913.5,634.3,0.2437,0.000187,1635.3,457.0,0.1272,0.001090,1033.8,600.8,0.0159,0.000009
3307.7,593.6,0.2408,0.000032,3307.7,591.3,0.0441,0.000008,4031.3,561.9,0.1379,0.000024,4031.3,562.5,0.0120,0.000002,8638.2,589.5,0.2469,0.000012,915.8,636.8,0.2432,0.000184,1639.4,461.5,0.1228,0.001167,1036.4,603.3,0.0159,0.000009
3315.9,595.1,0.2405,0.000032,3315.9,592.8,0.0440,0.000008,4041.3,563.7,0.1377,0.000024,4041.3,564.3,0.0120,0.000002,8659.7,590.8,0.2467,0.000011,918.0,639.2,0.2428,0.000182,1643.4,466.1,0.1181,0.001253,1038.9,605.9,0.0159,0.000008
3324.1,596.6,0.2403,0.000032,3324.1,594.2,0.0439,0.000009,4051.3,565.6,0.1374,0.000024,4051.3,566.0,0.0120,0.000002,8681.2,592.2,0.2464,0.000011,920.3,641.7,0.2424,0.000180,1647.5,470.9,0.1129,0.001343,1041.5,608.4,0.0159,0.000008
3332.3,598.1,0.2400,0.000033,3332.3,595.7,0.0439,0.000009,4061.3,567.5,0.1372,0.000023,4061.3,567.7,0.0119,0.000003,8702.6,593.6,0.2462,0.000011,922.6,644.1,0.2420,0.000178,1651.6,475.8,0.1073,0.001428,1044.1,610.9,0.0158,0.000007
3340.6,599.5,0.2397,0.000033,3340.6,597.1,0.0438,0.000010,4071.4,569.3,0.1370,0.000023,4071.4,569.5,0.0119,0.000003,8724.1,595.0,0.2459,0.000011,924.9,646.6,0.2416,0.000176,1655.7,480.9,0.1011,0.001500,1046.7,613.4,0.0158,0.000007
3348.8,600.9,0.2394,0.000033,3348.8,598.4,0.0437,0.000010,4081.4,571.1,0.1367,0.000023,4081.4,571.2,0.0119,0.000003,8745.6,596.1,0.2457,0.000011,927.1,649.1,0.2412,0.000175,1659.7,485.9,0.0946,0.001551,1049.2,615.9,0.0158,0.000007
3357.0,602.3,0.2392,0.000033,3357.0,599.7,0.0436,0.000011,4091.4,572.8,0.1365,0.000023,4091.4,572.9,0.0118,0.000003,8767.1,597.4,0.2455,0.000012,929.4,651.7,0.2408,0.000174,1663.8,490.8,0.0880,0.001578,1051.8,618.4,0.0158,0.000007
3365.3,603.7,0.2389,0.000033,3365.3,601.0,0.0435,0.000011,4101.5,574.6,0.1363,0.000023,4101.5,574.7,0.0118,0.000004,8788.6,598.8,0.2452,0.000012,931.7,654.2,0.2404,0.000173,1667.9,495.5,0.0814,0.001581,1054.4,620.9,0.0158,0.000008
3373.5,605.2,0.2386,0.000032,3373.5,602.4,0.0434,0.000011,4111.5,576.4,0.1360,0.000023,4111.5,576.4,0.0118,0.000004,8810.1,600.1,0.2449,0.000012,934.0,656.8,0.2400,0.000173,1672.0,499.9,0.0750,0.001562,1057.0,623.4,0.0157,0.000008
3381.7,606.6,0.2384,0.000031,3381.7,603.7,0.0434,0.000011,4121.5,578.3,0.1358,0.000023,4121.5,578.2,0.0117,0.000004,8831.6,601.5,0.2447,0.000012,936.3,659.3,0.2396,0.000174,1676.1,504.2,0.0688,0.001526,1059.6,625.9,0.0157,0.000009
3389.9,608.0,0.2381,0.000031,3389.9,605.0,0.0433,0.000011,4131.5,580.1,0.1356,0.000023,4131.5,580.0,0.0117,0.000004,8853.1,602.7,0.2444,0.000011,938.5,661.9,0.2392,0.000175,1680.1,508.3,0.0628,0.001475,1062.1,628.4,0.0157,0.000011
3398.2,609.5,0.2379,0.000032,3398.2,606.3,0.0432,0.000012,4141.6,582.0,0.1354,0.000022,4141.6,581.8,0.0116,0.000004,8874.5,604.1,0.2442,0.000012,940.8,664.4,0.2388,0.000176,1684.2,512.3,0.0570,0.001412,1064.7,630.9,0.0157,0.000012
3406.4,610.9,0.2376,0.000032,3406.4,607.7,0.0431,0.000013,4151.6,583.8,0.1351,0.000022,4151.6,583.6,0.0116,0.000005,8896.0,605.4,0.2439,0.000012,943.1,667.0,0.2384,0.000178,1688.3,516.2,0.0514,0.001336,1067.3,633.5,0.0156,0.000014
3414.6,612.3,0.2373,0.000032,3414.6,609.0,0.0430,0.000013,4161.6,585.7,0.1349,0.000022,4161.6,585.3,0.0115,0.000005,8917.5,606.7,0.2437,0.000012,945.4,669.6,0.2380,0.000180,1692.4,519.9,0.0460,0.001246,1069.9,636.0,0.0156,0.000016
3422.8,613.7,0.2371,0.000031,3422.8,610.4,0.0429,0.000014,4171.6,587.6,0.1347,0.000021,4171.6,587.0,0.0115,0.000005,8939.0,607.9,0.2434,0.000013,947.6,672.2,0.2376,0.000182,1696.4,523.5,0.0410,0.001144,1072.4,638.6,0.0156,0.000019
3431.1,615.1,0.2368,0.000031,3431.1,611.8,0.0428,0.000014,4181.7,589.5,0.1345,0.000021,4181.7,588.7,0.0114,0.000005,8960.5,609.3,0.2431,0.000013,949.9,674.8,0.2372,0.000185,1700.5,526.9,0.0364,0.001029,1075.0,641.2,0.0155,0.000021
3439.3,616.5,0.2366,0.000031,3439.3,613.2,0.0426,0.000014,4191.7,591.4,0.1343,0.000021,4191.7,590.5,0.0114,0.000005,8982.0,610.6,0.2429,0.000013,952.2,677.4,0.2368,0.000188,1704.6,530.1,0.0324,0.000906,1077.6,643.9,0.0154,0.000024
3447.5,617.9,0.2363,0.000031,3447.5,614.6,0.0425,0.000015,4201.7,593.3,0.1341,0.000021,4201.7,592.3,0.0113,0.000005,9003.5,611.9,0.2426,0.000013,954.5,680.0,0.2364,0.000190,1708.7,533.0,0.0290,0.000781,1080.2,646.5,0.0154,0.000027
3455.8,619.3,0.2361,0.000031,3455.8,615.9,0.0424,0.000015,4211.8,595.2,0.1338,0.000022,4211.8,594.1,0.0113,0.000005,9025.0,613.1,0.2423,0.000013,956.8,682.6,0.2359,0.000192,1712.8,535.8,0.0261,0.000658,1082.8,649.1,0.0153,0.000029
3464.0,620.8,0.2358,0.000032,3464.0,617.3,0.0423,0.000015,4221.8,597.0,0.1336,0.000021,4221.8,595.9,0.0112,0.000006,9046.4,614.4,0.2420,0.000013,959.0,685.2,0.2355,0.000194,1716.8,538.6,0.0238,0.000542,1085.3,651.8,0.0152,0.000032
3472.2,622.2,0.2356,0.000032,3472.2,618.6,0.0421,0.000015,4231.8,598.7,0.1334,0.000021,4231.8,597.5,0.0112,0.000006,9067.9,615.7,0.2417,0.000013,961.3,687.7,0.2350,0.000195,1720.9,541.5,0.0219,0.000438,1087.9,654.5,0.0151,0.000035
3480.4,623.7,0.2353,0.000033,3480.4,620.0,0.0420,0.000015,4241.8,600.4,0.1332,0.000021,4241.8,599.2,0.0111,0.000006,9089.4,616.9,0.2415,0.000013,963.6,690.2,0.2346,0.000195,1725.0,544.5,0.0204,0.000346,1090.5,657.2,0.0150,0.000039
3488.7,625.2,0.2350,0.000034,3488.7,621.3,0.0419,0.000015,4251.9,602.1,0.1330,0.000021,4251.9,600.9,0.0110,0.000006,9110.9,618.2,0.2412,0.000013,965.9,692.7,0.2341,0.000195,1729.1,547.6,0.0192,0.000268,1093.1,659.8,0.0149,0.000042
3496.9,626.6,0.2347,0.000034,3496.9,622.6,0.0418,0.000015,4261.9,603.9,0.1328,0.000021,4261.9,602.5,0.0110,0.000006,9132.4,619.5,0.2409,0.000013,968.1,695.0,0.2337,0.000193,1733.1,551.0,0.0183,0.000203,1095.6,662.6,0.0148,0.000045
3505.1,628.0,0.2344,0.000034,3505.1,623.9,0.0416,0.000016,4271.9,605.6,0.1326,0.000021,4271.9,604.1,0.0109,0.000007,9153.9,620.8,0.2406,0.000013,970.4,697.1,0.2332,0.000190,1737.2,554.5,0.0176,0.000151,1098.2,665.3,0.0147,0.000049
3513.4,629.4,0.2342,0.000034,3513.4,625.3,0.0415,0.000016,4282.0,607.3,0.1324,0.000021,4282.0,605.8,0.0109,0.000007,9175.4,622.1,0.2403,0.000014,972.7,699.1,0.2328,0.000186,1741.3,558.2,0.0170,0.000109,1100.8,668.0,0.0146,0.000052
3521.6,630.8,0.2339,0.000034,3521.6,626.6,0.0414,0.000017,4292.0,609.0,0.1322,0.000021,4292.0,607.4,0.0108,0.000007,9196.9,623.4,0.2401,0.000013,975.0,700.8,0.2324,0.000180,1745.4,562.0,0.0167,0.000078,1103.4,670.8,0.0145,0.000055
3529.8,632.3,0.2336,0.000034,3529.8,627.8,0.0412,0.000018,4302.0,610.7,0.1320,0.000021,4302.0,609.1,0.0107,0.000007,9218.4,624.7,0.2398,0.000013,977.3,702.2,0.2320,0.000174,1749.5,566.0,0.0164,0.000054,1106.0,673.5,0.0143,0.000059
3538.0,633.8,0.2333,0.000035,3538.0,629.1,0.0411,0.000018,4312.0,612.4,0.1318,0.000021,4312.0,610.7,0.0107,0.000007,9239.8,626.1,0.2395,0.000012,979.5,703.4,0.2316,0.000167,1753.5,570.1,0.0162,0.000037,1108.5,676.3,0.0142,0.000062
3546.3,635.2,0.2330,0.000035,3546.3,630.4,0.0409,0.000018,4322.1,614.1,0.1316,0.000020,4322.1,612.3,0.0106,0.000007,9261.3,627.4,0.2392,0.000012,981.8,704.4,0.2312,0.000159,1757.6,574.2,0.0161,0.000026,1111.1,679.0,0.0140,0.000064
3554.5,636.6,0.2327,0.000035,3554.5,631.7,0.0408,0.000018,4332.1,615.8,0.1313,0.000020,4332.1,613.9,0.0105,0.000008,9282.8,628.7,0.2390,0.000012,984.1,705.2,0.2308,0.000150,1761.7,578.4,0.0160,0.000018,1113.7,681.7,0.0138,0.000066
3562.7,638.0,0.2325,0.000034,3562.7,633.1,0.0406,0.000018,4342.1,617.6,0.1311,0.000020,4342.1,615.5,0.0104,0.000008,9304.3,630.0,0.2387,0.000012,986.4,705.8,0.2305,0.000141,1765.8,582.7,0.0159,0.000013,1116.3,684.3,0.0137,0.000067
3571.0,639.4,0.2322,0.000034,3571.0,634.4,0.0405,0.000018,4352.2,619.4,0.1310,0.000019,4352.2,617.2,0.0104,0.000008,9325.8,631.3,0.2385,0.000012,988.7,706.2,0.2302,0.000132,1769.9,587.0,0.0158,0.000011,1118.9,686.7,0.0135,0.000068
3579.2,640.8,0.2319,0.000034,3579.2,635.8,0.0404,0.000018,4362.2,621.1,0.1308,0.000019,4362.2,618.8,0.0103,0.000007,9347.3,632.6,0.2382,0.000012,990.9,706.6,0.2299,0.000123,1773.9,591.3,0.0158,0.000009,1121.4,688.8,0.0133,0.000067
3587.4,642.2,0.2316,0.000034,3587.4,637.2,0.0402,0.000019,4372.2,622.9,0.1306,0.000020,4372.2,620.4,0.0102,0.000007,9368.8,634.0,0.2379,0.000012,993.2,707.0,0.2296,0.000115,1778.0,595.5,0.0157,0.000008,1124.0,690.7,0.0131,0.000066
3595.6,643.6,0.2313,0.000034,3595.6,638.5,0.0400,0.000019,4382.2,624.6,0.1304,0.000020,4382.2,622.0,0.0101,0.000008,9390.3,635.2,0.2377,0.000012,995.5,707.2,0.2294,0.000107,1782.1,599.6,0.0157,0.000008,1126.6,692.3,0.0129,0.000063
3603.9,645.1,0.2311,0.000034,3603.9,639.8,0.0399,0.000019,4392.3,626.3,0.1302,0.000019,4392.3,623.6,0.0101,0.000008,9411.7,636.5,0.2374,0.000012,997.8,707.5,0.2292,0.000099,1786.2,603.6,0.0156,0.000008,1129.2,693.6,0.0128,0.000060
3612.1,646.5,0.2308,0.000034,3612.1,641.1,0.0397,0.000018,4402.3,628.0,0.1300,0.000019,4402.3,625.3,0.0100,0.000008,9433.2,637.8,0.2372,0.000012,1000.0,707.8,0.2290,0.000093,1790.2,607.7,0.0156,0.000008,1131.7,694.6,0.0126,0.000055
3620.3,647.9,0.2305,0.000035,3620.3,642.4,0.0396,0.000018,4412.3,629.7,0.1298,0.000019,4412.3,626.9,0.0099,0.000008,9454.7,639.0,0.2369,0.000011,1002.3,708.0,0.2288,0.000086,1794.3,611.7,0.0156,0.000008,1134.3,695.4,0.0125,0.000050
3628.5,649.3,0.2302,0.000035,3628.5,643.8,0.0394,0.000017,4422.3,631.4,0.1296,0.000019,4422.3,628.5,0.0098,0.000008,9476.2,640.3,0.2367,0.000011,1004.6,708.2,0.2286,0.000081,1798.4,615.7,0.0155,0.000008,1136.9,695.9,0.0123,0.000044
3636.8,650.8,0.2299,0.000035,3636.8,645.1,0.0393,0.000017,4432.4,633.1,0.1294,0.000020,4432.4,630.1,0.0097,0.000008,9497.7,641.5,0.2365,0.000011,1006.9,708.4,0.2284,0.000076,1802.5,619.7,0.0155,0.000008,1139.5,696.4,0.0122,0.000038
3645.0,652.4,0.2296,0.000035,3645.0,646.5,0.0392,0.000017,4442.4,634.9,0.1292,0.000020,4442.4,631.8,0.0097,0.000007,9519.2,642.7,0.2362,0.000011,1009.2,708.6,0.2282,0.000072,1806.6,623.7,0.0155,0.000009,1142.1,696.7,0.0121,0.000032
3653.2,653.9,0.2293,0.000035,3653.2,647.9,0.0390,0.000016,4452.4,636.7,0.1290,0.000020,4452.4,633.5,0.0096,0.000007,9540.7,644.0,0.2360,0.000011,1011.4,708.8,0.2281,0.000068,1810.6,627.7,0.0154,0.000011,1144.6,697.0,0.0121,0.000026
